segment_id,time_segment_id,cam1_filename,cam2_filename,cam3_filename,cam4_filename,congestion_enter_rating,congestion_exit_rating,date,timestamp_start,cycle_phase
seg_1130,1130,normanniles1/normanniles1_2025-10-21-13-03-45.mp4,normanniles2/normanniles2_2025-10-21-13-03-45.mp4,normanniles3/normanniles3_2025-10-21-13-03-45.mp4,normanniles4/normanniles4_2025-10-21-13-03-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:03:44,train
seg_1131,1131,normanniles1/normanniles1_2025-10-21-13-04-45.mp4,normanniles2/normanniles2_2025-10-21-13-04-45.mp4,normanniles3/normanniles3_2025-10-21-13-04-45.mp4,normanniles4/normanniles4_2025-10-21-13-04-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:04:44,train
seg_1132,1132,normanniles1/normanniles1_2025-10-21-13-05-45.mp4,normanniles2/normanniles2_2025-10-21-13-05-45.mp4,normanniles3/normanniles3_2025-10-21-13-05-45.mp4,normanniles4/normanniles4_2025-10-21-13-05-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:05:44,train
seg_1133,1133,normanniles1/normanniles1_2025-10-21-13-06-45.mp4,normanniles2/normanniles2_2025-10-21-13-06-45.mp4,normanniles3/normanniles3_2025-10-21-13-06-45.mp4,normanniles4/normanniles4_2025-10-21-13-06-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 13:06:44,train
seg_1134,1134,normanniles1/normanniles1_2025-10-21-13-07-45.mp4,normanniles2/normanniles2_2025-10-21-13-07-45.mp4,normanniles3/normanniles3_2025-10-21-13-07-45.mp4,normanniles4/normanniles4_2025-10-21-13-07-45.mp4,heavy delay,free flowing,2025-10-21,2025-10-21 13:07:44,train
seg_1135,1135,normanniles1/normanniles1_2025-10-21-13-08-45.mp4,normanniles2/normanniles2_2025-10-21-13-08-45.mp4,normanniles3/normanniles3_2025-10-21-13-08-45.mp4,normanniles4/normanniles4_2025-10-21-13-08-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 13:08:44,train
seg_1136,1136,normanniles1/normanniles1_2025-10-21-13-09-45.mp4,normanniles2/normanniles2_2025-10-21-13-09-45.mp4,normanniles3/normanniles3_2025-10-21-13-09-45.mp4,normanniles4/normanniles4_2025-10-21-13-09-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:09:44,train
seg_1137,1137,normanniles1/normanniles1_2025-10-21-13-10-45.mp4,normanniles2/normanniles2_2025-10-21-13-10-45.mp4,normanniles3/normanniles3_2025-10-21-13-10-45.mp4,normanniles4/normanniles4_2025-10-21-13-10-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:10:45,train
seg_1138,1138,normanniles1/normanniles1_2025-10-21-13-11-45.mp4,normanniles2/normanniles2_2025-10-21-13-11-45.mp4,normanniles3/normanniles3_2025-10-21-13-11-45.mp4,normanniles4/normanniles4_2025-10-21-13-11-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:11:44,train
seg_1139,1139,normanniles1/normanniles1_2025-10-21-13-12-45.mp4,normanniles2/normanniles2_2025-10-21-13-12-45.mp4,normanniles3/normanniles3_2025-10-21-13-12-45.mp4,normanniles4/normanniles4_2025-10-21-13-12-45.mp4,heavy delay,free flowing,2025-10-21,2025-10-21 13:12:44,train
seg_1140,1140,normanniles1/normanniles1_2025-10-21-13-13-45.mp4,normanniles2/normanniles2_2025-10-21-13-13-45.mp4,normanniles3/normanniles3_2025-10-21-13-13-45.mp4,normanniles4/normanniles4_2025-10-21-13-13-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 13:13:44,train
seg_1141,1141,normanniles1/normanniles1_2025-10-21-13-14-45.mp4,normanniles2/normanniles2_2025-10-21-13-14-45.mp4,normanniles3/normanniles3_2025-10-21-13-14-45.mp4,normanniles4/normanniles4_2025-10-21-13-14-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:14:42,train
seg_1142,1142,normanniles1/normanniles1_2025-10-21-13-15-45.mp4,normanniles2/normanniles2_2025-10-21-13-15-45.mp4,normanniles3/normanniles3_2025-10-21-13-15-45.mp4,normanniles4/normanniles4_2025-10-21-13-15-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:15:44,train
seg_1143,1143,normanniles1/normanniles1_2025-10-21-13-16-45.mp4,normanniles2/normanniles2_2025-10-21-13-16-45.mp4,normanniles3/normanniles3_2025-10-21-13-16-45.mp4,normanniles4/normanniles4_2025-10-21-13-16-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:16:44,train
seg_1144,1144,normanniles1/normanniles1_2025-10-21-13-17-45.mp4,normanniles2/normanniles2_2025-10-21-13-17-45.mp4,normanniles3/normanniles3_2025-10-21-13-17-45.mp4,normanniles4/normanniles4_2025-10-21-13-17-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:17:44,train
seg_1145,1145,normanniles1/normanniles1_2025-10-21-13-18-45.mp4,normanniles2/normanniles2_2025-10-21-13-18-45.mp4,normanniles3/normanniles3_2025-10-21-13-18-45.mp4,normanniles4/normanniles4_2025-10-21-13-18-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 13:18:44,train
seg_1146,1146,normanniles1/normanniles1_2025-10-21-13-19-45.mp4,normanniles2/normanniles2_2025-10-21-13-19-45.mp4,normanniles3/normanniles3_2025-10-21-13-19-45.mp4,normanniles4/normanniles4_2025-10-21-13-19-45.mp4,heavy delay,free flowing,2025-10-21,2025-10-21 13:19:44,train
seg_1147,1147,normanniles1/normanniles1_2025-10-21-13-20-45.mp4,normanniles2/normanniles2_2025-10-21-13-20-45.mp4,normanniles3/normanniles3_2025-10-21-13-20-45.mp4,normanniles4/normanniles4_2025-10-21-13-20-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 13:20:44,train
seg_1148,1148,normanniles1/normanniles1_2025-10-21-13-21-45.mp4,normanniles2/normanniles2_2025-10-21-13-21-45.mp4,normanniles3/normanniles3_2025-10-21-13-21-45.mp4,normanniles4/normanniles4_2025-10-21-13-21-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 13:21:44,train
seg_1149,1149,normanniles1/normanniles1_2025-10-21-13-22-45.mp4,normanniles2/normanniles2_2025-10-21-13-22-45.mp4,normanniles3/normanniles3_2025-10-21-13-22-45.mp4,normanniles4/normanniles4_2025-10-21-13-22-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:22:44,train
seg_1150,1150,normanniles1/normanniles1_2025-10-21-13-23-45.mp4,normanniles2/normanniles2_2025-10-21-13-23-45.mp4,normanniles3/normanniles3_2025-10-21-13-23-45.mp4,normanniles4/normanniles4_2025-10-21-13-23-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:23:43,train
seg_1151,1151,normanniles1/normanniles1_2025-10-21-13-24-45.mp4,normanniles2/normanniles2_2025-10-21-13-24-45.mp4,normanniles3/normanniles3_2025-10-21-13-24-45.mp4,normanniles4/normanniles4_2025-10-21-13-24-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:24:43,train
seg_1152,1152,normanniles1/normanniles1_2025-10-21-13-25-45.mp4,normanniles2/normanniles2_2025-10-21-13-25-45.mp4,normanniles3/normanniles3_2025-10-21-13-25-45.mp4,normanniles4/normanniles4_2025-10-21-13-25-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 13:25:44,train
seg_1153,1153,normanniles1/normanniles1_2025-10-21-13-26-45.mp4,normanniles2/normanniles2_2025-10-21-13-26-45.mp4,normanniles3/normanniles3_2025-10-21-13-26-45.mp4,normanniles4/normanniles4_2025-10-21-13-26-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:26:44,train
seg_1154,1154,normanniles1/normanniles1_2025-10-21-13-27-45.mp4,normanniles2/normanniles2_2025-10-21-13-27-45.mp4,normanniles3/normanniles3_2025-10-21-13-27-45.mp4,normanniles4/normanniles4_2025-10-21-13-27-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:27:47,train
seg_1155,1155,normanniles1/normanniles1_2025-10-21-13-28-45.mp4,normanniles2/normanniles2_2025-10-21-13-28-45.mp4,normanniles3/normanniles3_2025-10-21-13-28-45.mp4,normanniles4/normanniles4_2025-10-21-13-28-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 13:28:44,train
seg_1178,1178,normanniles1/normanniles1_2025-10-21-13-51-45.mp4,normanniles2/normanniles2_2025-10-21-13-51-45.mp4,normanniles3/normanniles3_2025-10-21-13-51-45.mp4,normanniles4/normanniles4_2025-10-21-13-51-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 13:51:44,train
seg_1179,1179,normanniles1/normanniles1_2025-10-21-13-52-45.mp4,normanniles2/normanniles2_2025-10-21-13-52-45.mp4,normanniles3/normanniles3_2025-10-21-13-52-45.mp4,normanniles4/normanniles4_2025-10-21-13-52-45.mp4,heavy delay,free flowing,2025-10-21,2025-10-21 13:52:44,train
seg_1180,1180,normanniles1/normanniles1_2025-10-21-13-53-45.mp4,normanniles2/normanniles2_2025-10-21-13-53-45.mp4,normanniles3/normanniles3_2025-10-21-13-53-45.mp4,normanniles4/normanniles4_2025-10-21-13-53-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:53:47,train
seg_1181,1181,normanniles1/normanniles1_2025-10-21-13-54-45.mp4,normanniles2/normanniles2_2025-10-21-13-54-45.mp4,normanniles3/normanniles3_2025-10-21-13-54-45.mp4,normanniles4/normanniles4_2025-10-21-13-54-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 13:54:44,train
seg_1182,1182,normanniles1/normanniles1_2025-10-21-13-55-45.mp4,normanniles2/normanniles2_2025-10-21-13-55-45.mp4,normanniles3/normanniles3_2025-10-21-13-55-45.mp4,normanniles4/normanniles4_2025-10-21-13-55-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:55:44,train
seg_1183,1183,normanniles1/normanniles1_2025-10-21-13-56-45.mp4,normanniles2/normanniles2_2025-10-21-13-56-45.mp4,normanniles3/normanniles3_2025-10-21-13-56-45.mp4,normanniles4/normanniles4_2025-10-21-13-56-45.mp4,moderate delay,light delay,2025-10-21,2025-10-21 13:56:44,train
seg_1184,1184,normanniles1/normanniles1_2025-10-21-13-57-45.mp4,normanniles2/normanniles2_2025-10-21-13-57-45.mp4,normanniles3/normanniles3_2025-10-21-13-57-45.mp4,normanniles4/normanniles4_2025-10-21-13-57-45.mp4,heavy delay,free flowing,2025-10-21,2025-10-21 13:57:44,train
seg_1185,1185,normanniles1/normanniles1_2025-10-21-13-58-45.mp4,normanniles2/normanniles2_2025-10-21-13-58-45.mp4,normanniles3/normanniles3_2025-10-21-13-58-45.mp4,normanniles4/normanniles4_2025-10-21-13-58-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 13:58:44,train
seg_1186,1186,normanniles1/normanniles1_2025-10-21-13-59-45.mp4,normanniles2/normanniles2_2025-10-21-13-59-45.mp4,normanniles3/normanniles3_2025-10-21-13-59-45.mp4,normanniles4/normanniles4_2025-10-21-13-59-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 13:59:47,train
seg_1187,1187,normanniles1/normanniles1_2025-10-21-14-00-45.mp4,normanniles2/normanniles2_2025-10-21-14-00-45.mp4,normanniles3/normanniles3_2025-10-21-14-00-45.mp4,normanniles4/normanniles4_2025-10-21-14-00-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 14:00:44,train
seg_1188,1188,normanniles1/normanniles1_2025-10-21-14-01-45.mp4,normanniles2/normanniles2_2025-10-21-14-01-45.mp4,normanniles3/normanniles3_2025-10-21-14-01-45.mp4,normanniles4/normanniles4_2025-10-21-14-01-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 14:01:44,train
seg_1189,1189,normanniles1/normanniles1_2025-10-21-14-02-45.mp4,normanniles2/normanniles2_2025-10-21-14-02-45.mp4,normanniles3/normanniles3_2025-10-21-14-02-45.mp4,normanniles4/normanniles4_2025-10-21-14-02-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 14:02:44,train
seg_1190,1190,normanniles1/normanniles1_2025-10-21-14-03-45.mp4,normanniles2/normanniles2_2025-10-21-14-03-45.mp4,normanniles3/normanniles3_2025-10-21-14-03-45.mp4,normanniles4/normanniles4_2025-10-21-14-03-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:03:44,train
seg_1191,1191,normanniles1/normanniles1_2025-10-21-14-04-45.mp4,normanniles2/normanniles2_2025-10-21-14-04-45.mp4,normanniles3/normanniles3_2025-10-21-14-04-45.mp4,normanniles4/normanniles4_2025-10-21-14-04-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:04:44,train
seg_1192,1192,normanniles1/normanniles1_2025-10-21-14-05-45.mp4,normanniles2/normanniles2_2025-10-21-14-05-45.mp4,normanniles3/normanniles3_2025-10-21-14-05-45.mp4,normanniles4/normanniles4_2025-10-21-14-05-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:05:44,train
seg_1193,1193,normanniles1/normanniles1_2025-10-21-14-06-45.mp4,normanniles2/normanniles2_2025-10-21-14-06-45.mp4,normanniles3/normanniles3_2025-10-21-14-06-45.mp4,normanniles4/normanniles4_2025-10-21-14-06-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:06:44,train
seg_1194,1194,normanniles1/normanniles1_2025-10-21-14-07-45.mp4,normanniles2/normanniles2_2025-10-21-14-07-45.mp4,normanniles3/normanniles3_2025-10-21-14-07-45.mp4,normanniles4/normanniles4_2025-10-21-14-07-45.mp4,heavy delay,free flowing,2025-10-21,2025-10-21 14:07:47,train
seg_1195,1195,normanniles1/normanniles1_2025-10-21-14-08-45.mp4,normanniles2/normanniles2_2025-10-21-14-08-45.mp4,normanniles3/normanniles3_2025-10-21-14-08-45.mp4,normanniles4/normanniles4_2025-10-21-14-08-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 14:08:47,train
seg_1196,1196,normanniles1/normanniles1_2025-10-21-14-09-45.mp4,normanniles2/normanniles2_2025-10-21-14-09-45.mp4,normanniles3/normanniles3_2025-10-21-14-09-45.mp4,normanniles4/normanniles4_2025-10-21-14-09-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:09:44,train
seg_1197,1197,normanniles1/normanniles1_2025-10-21-14-10-45.mp4,normanniles2/normanniles2_2025-10-21-14-10-45.mp4,normanniles3/normanniles3_2025-10-21-14-10-45.mp4,normanniles4/normanniles4_2025-10-21-14-10-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:10:44,train
seg_1198,1198,normanniles1/normanniles1_2025-10-21-14-11-45.mp4,normanniles2/normanniles2_2025-10-21-14-11-45.mp4,normanniles3/normanniles3_2025-10-21-14-11-45.mp4,normanniles4/normanniles4_2025-10-21-14-11-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:11:44,train
seg_1199,1199,normanniles1/normanniles1_2025-10-21-14-12-45.mp4,normanniles2/normanniles2_2025-10-21-14-12-45.mp4,normanniles3/normanniles3_2025-10-21-14-12-45.mp4,normanniles4/normanniles4_2025-10-21-14-12-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 14:12:44,train
seg_1200,1200,normanniles1/normanniles1_2025-10-21-14-13-45.mp4,normanniles2/normanniles2_2025-10-21-14-13-45.mp4,normanniles3/normanniles3_2025-10-21-14-13-45.mp4,normanniles4/normanniles4_2025-10-21-14-13-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:13:44,train
seg_1201,1201,normanniles1/normanniles1_2025-10-21-14-14-45.mp4,normanniles2/normanniles2_2025-10-21-14-14-45.mp4,normanniles3/normanniles3_2025-10-21-14-14-45.mp4,normanniles4/normanniles4_2025-10-21-14-14-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:14:44,train
seg_1202,1202,normanniles1/normanniles1_2025-10-21-14-15-45.mp4,normanniles2/normanniles2_2025-10-21-14-15-45.mp4,normanniles3/normanniles3_2025-10-21-14-15-45.mp4,normanniles4/normanniles4_2025-10-21-14-15-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:15:44,train
seg_1203,1203,normanniles1/normanniles1_2025-10-21-14-16-45.mp4,normanniles2/normanniles2_2025-10-21-14-16-45.mp4,normanniles3/normanniles3_2025-10-21-14-16-45.mp4,normanniles4/normanniles4_2025-10-21-14-16-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:16:44,train
seg_1204,1204,normanniles1/normanniles1_2025-10-21-14-18-45.mp4,normanniles2/normanniles2_2025-10-21-14-18-45.mp4,normanniles3/normanniles3_2025-10-21-14-18-45.mp4,normanniles4/normanniles4_2025-10-21-14-18-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 14:18:44,train
seg_1205,1205,normanniles1/normanniles1_2025-10-21-14-19-45.mp4,normanniles2/normanniles2_2025-10-21-14-19-45.mp4,normanniles3/normanniles3_2025-10-21-14-19-45.mp4,normanniles4/normanniles4_2025-10-21-14-19-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:19:44,train
seg_1206,1206,normanniles1/normanniles1_2025-10-21-14-20-45.mp4,normanniles2/normanniles2_2025-10-21-14-20-45.mp4,normanniles3/normanniles3_2025-10-21-14-20-45.mp4,normanniles4/normanniles4_2025-10-21-14-20-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:20:44,train
seg_1207,1207,normanniles1/normanniles1_2025-10-21-14-21-45.mp4,normanniles2/normanniles2_2025-10-21-14-21-45.mp4,normanniles3/normanniles3_2025-10-21-14-21-45.mp4,normanniles4/normanniles4_2025-10-21-14-21-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 14:21:44,train
seg_1208,1208,normanniles1/normanniles1_2025-10-21-14-22-45.mp4,normanniles2/normanniles2_2025-10-21-14-22-45.mp4,normanniles3/normanniles3_2025-10-21-14-22-45.mp4,normanniles4/normanniles4_2025-10-21-14-22-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 14:22:44,train
seg_1209,1209,normanniles1/normanniles1_2025-10-21-14-23-45.mp4,normanniles2/normanniles2_2025-10-21-14-23-45.mp4,normanniles3/normanniles3_2025-10-21-14-23-45.mp4,normanniles4/normanniles4_2025-10-21-14-23-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 14:23:44,train
seg_1210,1210,normanniles1/normanniles1_2025-10-21-14-24-45.mp4,normanniles2/normanniles2_2025-10-21-14-24-45.mp4,normanniles3/normanniles3_2025-10-21-14-24-45.mp4,normanniles4/normanniles4_2025-10-21-14-24-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:24:47,train
seg_1211,1211,normanniles1/normanniles1_2025-10-21-14-25-45.mp4,normanniles2/normanniles2_2025-10-21-14-25-45.mp4,normanniles3/normanniles3_2025-10-21-14-25-45.mp4,normanniles4/normanniles4_2025-10-21-14-25-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:25:44,train
seg_1212,1212,normanniles1/normanniles1_2025-10-21-14-26-45.mp4,normanniles2/normanniles2_2025-10-21-14-26-45.mp4,normanniles3/normanniles3_2025-10-21-14-26-45.mp4,normanniles4/normanniles4_2025-10-21-14-26-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 14:26:44,train
seg_1213,1213,normanniles1/normanniles1_2025-10-21-14-27-45.mp4,normanniles2/normanniles2_2025-10-21-14-27-45.mp4,normanniles3/normanniles3_2025-10-21-14-27-45.mp4,normanniles4/normanniles4_2025-10-21-14-27-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:27:44,train
seg_1214,1214,normanniles1/normanniles1_2025-10-21-14-28-45.mp4,normanniles2/normanniles2_2025-10-21-14-28-45.mp4,normanniles3/normanniles3_2025-10-21-14-28-45.mp4,normanniles4/normanniles4_2025-10-21-14-28-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 14:28:44,train
seg_1215,1215,normanniles1/normanniles1_2025-10-21-14-29-45.mp4,normanniles2/normanniles2_2025-10-21-14-29-45.mp4,normanniles3/normanniles3_2025-10-21-14-29-45.mp4,normanniles4/normanniles4_2025-10-21-14-29-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:29:44,train
seg_1216,1216,normanniles1/normanniles1_2025-10-21-14-30-45.mp4,normanniles2/normanniles2_2025-10-21-14-30-45.mp4,normanniles3/normanniles3_2025-10-21-14-30-45.mp4,normanniles4/normanniles4_2025-10-21-14-30-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:30:44,train
seg_1217,1217,normanniles1/normanniles1_2025-10-21-14-31-45.mp4,normanniles2/normanniles2_2025-10-21-14-31-45.mp4,normanniles3/normanniles3_2025-10-21-14-31-45.mp4,normanniles4/normanniles4_2025-10-21-14-31-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 14:31:44,train
seg_1218,1218,normanniles1/normanniles1_2025-10-21-14-32-45.mp4,normanniles2/normanniles2_2025-10-21-14-32-45.mp4,normanniles3/normanniles3_2025-10-21-14-32-45.mp4,normanniles4/normanniles4_2025-10-21-14-32-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:32:44,train
seg_1219,1219,normanniles1/normanniles1_2025-10-21-14-33-45.mp4,normanniles2/normanniles2_2025-10-21-14-33-45.mp4,normanniles3/normanniles3_2025-10-21-14-33-45.mp4,normanniles4/normanniles4_2025-10-21-14-33-45.mp4,heavy delay,free flowing,2025-10-21,2025-10-21 14:33:44,train
seg_1220,1220,normanniles1/normanniles1_2025-10-21-14-34-45.mp4,normanniles2/normanniles2_2025-10-21-14-34-45.mp4,normanniles3/normanniles3_2025-10-21-14-34-45.mp4,normanniles4/normanniles4_2025-10-21-14-34-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:34:44,train
seg_1221,1221,normanniles1/normanniles1_2025-10-21-14-35-45.mp4,normanniles2/normanniles2_2025-10-21-14-35-45.mp4,normanniles3/normanniles3_2025-10-21-14-35-45.mp4,normanniles4/normanniles4_2025-10-21-14-35-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:35:44,train
seg_1222,1222,normanniles1/normanniles1_2025-10-21-14-36-45.mp4,normanniles2/normanniles2_2025-10-21-14-36-45.mp4,normanniles3/normanniles3_2025-10-21-14-36-45.mp4,normanniles4/normanniles4_2025-10-21-14-36-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 14:36:44,train
seg_1223,1223,normanniles1/normanniles1_2025-10-21-14-37-45.mp4,normanniles2/normanniles2_2025-10-21-14-37-45.mp4,normanniles3/normanniles3_2025-10-21-14-37-45.mp4,normanniles4/normanniles4_2025-10-21-14-37-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:37:44,train
seg_1224,1224,normanniles1/normanniles1_2025-10-21-14-38-45.mp4,normanniles2/normanniles2_2025-10-21-14-38-45.mp4,normanniles3/normanniles3_2025-10-21-14-38-45.mp4,normanniles4/normanniles4_2025-10-21-14-38-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 14:38:44,train
seg_1247,1247,normanniles1/normanniles1_2025-10-21-15-02-45.mp4,normanniles2/normanniles2_2025-10-21-15-02-45.mp4,normanniles3/normanniles3_2025-10-21-15-02-45.mp4,normanniles4/normanniles4_2025-10-21-15-02-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 15:02:44,train
seg_1248,1248,normanniles1/normanniles1_2025-10-21-15-03-45.mp4,normanniles2/normanniles2_2025-10-21-15-03-45.mp4,normanniles3/normanniles3_2025-10-21-15-03-45.mp4,normanniles4/normanniles4_2025-10-21-15-03-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 15:03:44,train
seg_1249,1249,normanniles1/normanniles1_2025-10-21-15-04-45.mp4,normanniles2/normanniles2_2025-10-21-15-04-45.mp4,normanniles3/normanniles3_2025-10-21-15-04-45.mp4,normanniles4/normanniles4_2025-10-21-15-04-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 15:04:44,train
seg_1250,1250,normanniles1/normanniles1_2025-10-21-15-05-45.mp4,normanniles2/normanniles2_2025-10-21-15-05-45.mp4,normanniles3/normanniles3_2025-10-21-15-05-45.mp4,normanniles4/normanniles4_2025-10-21-15-05-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 15:05:44,train
seg_1251,1251,normanniles1/normanniles1_2025-10-21-15-06-45.mp4,normanniles2/normanniles2_2025-10-21-15-06-45.mp4,normanniles3/normanniles3_2025-10-21-15-06-45.mp4,normanniles4/normanniles4_2025-10-21-15-06-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 15:06:44,train
seg_1252,1252,normanniles1/normanniles1_2025-10-21-15-07-45.mp4,normanniles2/normanniles2_2025-10-21-15-07-45.mp4,normanniles3/normanniles3_2025-10-21-15-07-45.mp4,normanniles4/normanniles4_2025-10-21-15-07-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 15:07:44,train
seg_1253,1253,normanniles1/normanniles1_2025-10-21-15-08-45.mp4,normanniles2/normanniles2_2025-10-21-15-08-45.mp4,normanniles3/normanniles3_2025-10-21-15-08-45.mp4,normanniles4/normanniles4_2025-10-21-15-08-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 15:08:44,train
seg_1254,1254,normanniles1/normanniles1_2025-10-21-15-09-45.mp4,normanniles2/normanniles2_2025-10-21-15-09-45.mp4,normanniles3/normanniles3_2025-10-21-15-09-45.mp4,normanniles4/normanniles4_2025-10-21-15-09-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 15:09:44,train
seg_1255,1255,normanniles1/normanniles1_2025-10-21-15-10-45.mp4,normanniles2/normanniles2_2025-10-21-15-10-45.mp4,normanniles3/normanniles3_2025-10-21-15-10-45.mp4,normanniles4/normanniles4_2025-10-21-15-10-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 15:10:44,train
seg_1256,1256,normanniles1/normanniles1_2025-10-21-15-11-45.mp4,normanniles2/normanniles2_2025-10-21-15-11-45.mp4,normanniles3/normanniles3_2025-10-21-15-11-45.mp4,normanniles4/normanniles4_2025-10-21-15-11-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 15:11:44,train
seg_1257,1257,normanniles1/normanniles1_2025-10-21-15-12-45.mp4,normanniles2/normanniles2_2025-10-21-15-12-45.mp4,normanniles3/normanniles3_2025-10-21-15-12-45.mp4,normanniles4/normanniles4_2025-10-21-15-12-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 15:12:44,train
seg_1258,1258,normanniles1/normanniles1_2025-10-21-15-13-45.mp4,normanniles2/normanniles2_2025-10-21-15-13-45.mp4,normanniles3/normanniles3_2025-10-21-15-13-45.mp4,normanniles4/normanniles4_2025-10-21-15-13-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 15:13:44,train
seg_1259,1259,normanniles1/normanniles1_2025-10-21-15-14-45.mp4,normanniles2/normanniles2_2025-10-21-15-14-45.mp4,normanniles3/normanniles3_2025-10-21-15-14-45.mp4,normanniles4/normanniles4_2025-10-21-15-14-45.mp4,moderate delay,free flowing,2025-10-21,2025-10-21 15:14:45,train
seg_1260,1260,normanniles1/normanniles1_2025-10-21-15-15-45.mp4,normanniles2/normanniles2_2025-10-21-15-15-45.mp4,normanniles3/normanniles3_2025-10-21-15-15-45.mp4,normanniles4/normanniles4_2025-10-21-15-15-45.mp4,light delay,free flowing,2025-10-21,2025-10-21 15:15:44,train
seg_1261,1261,normanniles1/normanniles1_2025-10-21-15-16-45.mp4,normanniles2/normanniles2_2025-10-21-15-16-45.mp4,normanniles3/normanniles3_2025-10-21-15-16-45.mp4,normanniles4/normanniles4_2025-10-21-15-16-45.mp4,free flowing,free flowing,2025-10-21,2025-10-21 15:16:44,train
